Timestamp,Email address,dummy name,Age,Gender,Category,Parental Education,Hometown Area,Family annual income,Guidance from family,Family member in same field,Percentage in 10th,Percentage in 12th ,Medium studied in?,CPI in graduation,Course,College type,Attendance in class,Living arrangement ,Participation in class,Homework submission,Preparation level,Study hours,Educational Technology,Internet Usage,Weekend plans,Study technique,Study environment,Learning style,Study Group Size,Sleeping time,Extracurricular Activities,Your class buddy friend,Relationship Status in last sem,Last Sem CPI
03/08/2024 13:49:45,,Sahadev,19-25,Male,OBC,Tertiary (graduation or above),Rural,above 10 lakh,yes,Yes,70-80%,70-80%,English,5.0,I have graduated,IIT,80%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),5+,No,1-2 hours,Going out side with friends,practice by writting,library (group study),reading from books,2,12am or before,yes,better than you in study,Toxic Relationship,9.845
05/08/2024 23:14:19,,Mk,above 25,Female,St/Sc,Primary (1-8),Rural,Below 1 lakh,no,No,Above 90%,Above 90%,English,9.73,MA music,Regional and private collages,70%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),3-5 hours,Yes,2-4 hours,Going out side with friends,revising the whole notes without short notes,home (self),from Professor in the class,4,12am or before,yes,almost same as you in study,Single,8.936
01/08/2024 13:02:38,,K,0-18,Male,OBC,Tertiary (graduation or above),Semi-Urban,1 - 2.5 lakh,yes,Yes,Above 90%,Above 90%,Hindi,5.0,B.tech,"Reputed University (like BHU, DU etc)",didn't attended classes properly,Hostel room,never,missed some homeworks didn't complete,50% (assignments  or class notes only),5+,Yes,2-4 hours,almost sleeping all day,summarizing and making short notes,home (self),reading from books,4,12am or before,yes,better than you in study,Healthy Relationship,7.985
02/08/2024 00:33:56,,I Sai Ravi Teja,19-25,Male,General,Tertiary (graduation or above),Urban,5 - 10 lakh,yes,No,60-70%,70-80%,Hindi,5.0,B.Ed,IIT,80%,Hostel room,never,missed some homeworks didn't complete,50% (assignments  or class notes only),5+,Yes,2-4 hours,Netflix and Chill,summarizing and making short notes,home (self),from Professor in the class,2,1am,yes,almost same as you in study,Toxic Relationship,10.0
01/08/2024 21:50:51,,DummyNames,19-25,Female,OBC,Tertiary (graduation or above),Urban,2.5 - 5 lakh,no,No,70-80%,80-90%,English,5.0,M.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,once in a while,missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,Yes,0 hours,almost sleeping all day,revising the whole notes without short notes,home (self),reading from books,2,12am or before,yes,better than you in study,Single,10.0
01/08/2024 19:12:45,,Yash,19-25,Female,OBC,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,Above 90%,70-80%,Hindi,9.73,M.sc.,Regional and private collages,90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,No,5+,revising the week's study material,revising the whole notes without short notes,library (self),from Professor in the class,2,12am or before,yes,almost same as you in study,Toxic Relationship,10.0
03/08/2024 17:34:05,,Beta,19-25,Male,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,yes,Yes,Above 90%,80-90%,English,9.73,M.sc.,IIT,80%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,No,2-4 hours,almost sleeping all day,practice by writting,library (self),from youtube or some online platforms,Alone (don't study in group),12am or before,yes,almost same as you in study,Single,9.868
17/08/2024 20:24:39,,Ankush,above 25,Female,General,Secondary (9-12),Rural,above 10 lakh,yes,Yes,60-70%,Above 90%,English,9.73,B. Ed,"Reputed University (like BHU, DU etc)",70%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),5+,Yes,5+,revising the week's study material,revising the whole notes without short notes,library (self),reading from books,Alone (don't study in group),2 am,yes,better than you in study,Single,10.0
01/08/2024 21:51:53,,Naina,19-25,Male,General,Primary (1-8),Urban,1 - 2.5 lakh,no,No,Above 90%,70-80%,English,8.78,MA (JMC),Regional and private collages,80%,Other,once in a while,missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,Going out side with friends,practice by writting,home (self),reading from books,Alone (don't study in group),2 am,yes,almost same as you in study,Single,9.839
17/08/2024 00:19:56,,Manisha,19-25,Female,St/Sc,Tertiary (graduation or above),Semi-Urban,2.5 - 5 lakh,no,Yes,80-90%,80-90%,Hindi,5.87,B.tech,Regional and private collages,80%,Hostel room,once in a while,on the due date (night before),80% (Class notes + assignments),2 hours or less,No,2-4 hours,Netflix and Chill,practice by writting,library (self),reading from books,4,2 am,yes,almost same as you in study,Healthy Relationship,10.0
01/08/2024 22:13:40,,Dumny,above 25,Male,OBC,Tertiary (graduation or above),Semi-Urban,Below 1 lakh,no,Yes,80-90%,80-90%,English,9.73,M.sc.,Regional and private collages,didn't attended classes properly,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,No,2-4 hours,Going out side with friends,practice by writting,home (group study),from friends after the class,3,2 am,yes,almost same as you in study,Single,10.0
02/08/2024 09:11:21,,Vaibhav,19-25,Female,St/Sc,Tertiary (graduation or above),Rural,1 - 2.5 lakh,no,No,80-90%,80-90%,English,9.12,B.tech,IIT,didn't attended classes properly,Hostel room,never,missed some homeworks didn't complete,10% (nothing much),5+,Yes,1-2 hours,Going out side with friends,summarizing and making short notes,home (group study),reading from books,2,1am,yes,almost same as you in study,Healthy Relationship,10.0
01/08/2024 21:51:53,,Hema Thakur,19-25,Female,General,Tertiary (graduation or above),Rural,1 - 2.5 lakh,no,No,Above 90%,80-90%,Hindi,5.26,M.sc.,IIT,90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,100% (class notes + assignments + book's que),3-5 hours,No,5+,almost sleeping all day,revising the whole notes without short notes,home (group study),from Professor in the class,3,12am or before,no,almost same as you in study,Single,6.336
03/08/2024 17:12:11,,Beta,19-25,Male,St/Sc,Tertiary (graduation or above),Semi-Urban,above 10 lakh,yes,No,Above 90%,70-80%,Hindi,9.68,B.Ed.,"Reputed University (like BHU, DU etc)",90%,Other,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),5+,No,1-2 hours,almost sleeping all day,practice by writting,home (self),from Professor in the class,3,12am or before,yes,almost same as you in study,Toxic Relationship,9.739
04/08/2024 21:59:27,,Deeksha,0-18,Male,General,Tertiary (graduation or above),Rural,above 10 lakh,no,No,Above 90%,Above 90%,Hindi,9.32,B.sc.,"Reputed University (like BHU, DU etc)",80%,PG room,frequently (almost daily ),2 or more days before due date,100% (class notes + assignments + book's que),5+,No,2-4 hours,revising the week's study material,revising the whole notes without short notes,library (self),from youtube or some online platforms,3,12am or before,yes,almost same as you in study,Single,10.0
17/08/2024 07:08:26,,Apurba Roy ,19-25,Male,General,Tertiary (graduation or above),Rural,above 10 lakh,no,No,Above 90%,80-90%,Hindi,9.73,B.tech,Regional and private collages,90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,library (group study),from friends after the class,Alone (don't study in group),12am or before,yes,almost same as you in study,Healthy Relationship,9.826
04/08/2024 21:59:27,,Navv,19-25,Female,OBC,Secondary (9-12),Semi-Urban,Below 1 lakh,no,No,80-90%,70-80%,English,5.0,B.tech,Regional and private collages,90%,Hostel room,once in a while,2 or more days before due date,10% (nothing much),2 hours or less,Yes,2-4 hours,Going out side with friends,revising the whole notes without short notes,library (self),from youtube or some online platforms,2,1am,yes,better than you in study,Single,7.575
01/08/2024 17:30:47,,Ankit,19-25,Male,General,Tertiary (graduation or above),Urban,Below 1 lakh,no,No,80-90%,70-80%,English,9.73,M.tech,Regional and private collages,90%,Other,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),5+,Yes,2-4 hours,almost sleeping all day,revising the whole notes without short notes,home (self),reading from books,3,1am,yes,almost same as you in study,Toxic Relationship,10.0
02/08/2024 11:14:54,,Navv,19-25,Female,General,Tertiary (graduation or above),Rural,Below 1 lakh,yes,No,80-90%,Above 90%,English,5.0,B.tech,Regional and private collages,90%,Hostel room,once in a while,on the due date (night before),80% (Class notes + assignments),5+,Yes,1-2 hours,almost sleeping all day,practice by writting,home (group study),from friends after the class,3,2 am,no,almost same as you in study,Single,10.0
01/08/2024 12:51:26,,Smriti ,19-25,Female,OBC,Primary (1-8),Semi-Urban,Below 1 lakh,no,No,60-70%,70-80%,English,6.61,M.sc.,"Reputed University (like BHU, DU etc)",80%,Home,frequently (almost daily ),on the due date (night before),100% (class notes + assignments + book's que),2 hours or less,Yes,5+,Going out side with friends,practice by writting,library (self),reading from books,3,2 am,no,better than you in study,Healthy Relationship,10.0
01/08/2024 13:02:08,,Anshi,19-25,Male,General,Primary (1-8),Semi-Urban,above 10 lakh,no,No,80-90%,80-90%,"Regional languages (like Bangla, Oriya etc)",5.0,B.tech,Regional and private collages,90%,Hostel room,once in a while,missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,Yes,1-2 hours,almost sleeping all day,summarizing and making short notes,home (self),from youtube or some online platforms,Alone (don't study in group),1am,yes,almost same as you in study,Healthy Relationship,9.208
02/08/2024 14:09:53,,Kajal,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,5 - 10 lakh,yes,No,80-90%,70-80%,English,7.72,B.sc.,Regional and private collages,didn't attended classes properly,PG room,once in a while,missed some homeworks didn't complete,80% (Class notes + assignments),3-5 hours,No,1-2 hours,almost sleeping all day,revising the whole notes without short notes,home (self),reading from books,2,3 am or later,yes,almost same as you in study,Single,10.0
01/08/2024 22:43:14,,Harpreet ,0-18,Female,General,Tertiary (graduation or above),Rural,Below 1 lakh,no,Yes,80-90%,Above 90%,Hindi,5.78,I have graduated,"Reputed University (like BHU, DU etc)",90%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),3-5 hours,Yes,5+,almost sleeping all day,revising the whole notes without short notes,home (self),from Professor in the class,2,12am or before,yes,almost same as you in study,Healthy Relationship,10.0
03/08/2024 18:17:52,,Priya,19-25,Male,General,Primary (1-8),Rural,above 10 lakh,yes,No,Above 90%,80-90%,English,5.25,M.sc.,IIT,80%,Hostel room,once in a while,on the due date (night before),50% (assignments  or class notes only),5+,Yes,2-4 hours,revising the week's study material,practice by writting,library (self),from youtube or some online platforms,3,2 am,yes,almost same as you in study,Healthy Relationship,4.0
01/08/2024 12:55:10,,Anamica Thakur ,19-25,Male,General,Tertiary (graduation or above),Rural,above 10 lakh,yes,No,80-90%,Above 90%,"Regional languages (like Bangla, Oriya etc)",9.73,M.sc.,"Reputed University (like BHU, DU etc)",90%,Other,frequently (almost daily ),missed some homeworks didn't complete,100% (class notes + assignments + book's que),2 hours or less,No,2-4 hours,Going out side with friends,summarizing and making short notes,home (self),from friends after the class,3,1am,yes,almost same as you in study,Single,9.561
02/08/2024 16:02:50,,Vidushi,19-25,Male,OBC,Tertiary (graduation or above),Semi-Urban,above 10 lakh,no,Yes,70-80%,80-90%,Hindi,9.73,M.sc.,IIT,80%,Hostel room,once in a while,missed some homeworks didn't complete,50% (assignments  or class notes only),5+,No,2-4 hours,Going out side with friends,practice by writting,library (self),from Professor in the class,Alone (don't study in group),1am,yes,better than you in study,Healthy Relationship,10.0
16/08/2024 22:02:08,,Ravi,19-25,Female,St/Sc,Primary (1-8),Semi-Urban,Below 1 lakh,yes,No,60-70%,70-80%,"Regional languages (like Bangla, Oriya etc)",6.09,M.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,once in a while,on the due date (night before),50% (assignments  or class notes only),3-5 hours,Yes,1-2 hours,Going out side with friends,summarizing and making short notes,home (self),from youtube or some online platforms,2,12am or before,yes,almost same as you in study,Single,4.0
03/08/2024 18:50:27,,Anu,19-25,Male,OBC,Secondary (9-12),Semi-Urban,Below 1 lakh,no,Yes,70-80%,60-70%,"Regional languages (like Bangla, Oriya etc)",6.11,B.ed,Regional and private collages,80%,Home,once in a while,2 or more days before due date,80% (Class notes + assignments),5+,Yes,2-4 hours,almost sleeping all day,practice by writting,library (group study),from youtube or some online platforms,Alone (don't study in group),1am,yes,better than you in study,Single,10.0
16/08/2024 21:52:29,,Chukundi Lal Mishra,0-18,Male,General,Tertiary (graduation or above),Semi-Urban,above 10 lakh,yes,Yes,80-90%,Above 90%,"Regional languages (like Bangla, Oriya etc)",8.75,Bvoc software development ,"Reputed University (like BHU, DU etc)",90%,Home,never,missed some homeworks didn't complete,80% (Class notes + assignments),3-5 hours,Yes,1-2 hours,revising the week's study material,revising the whole notes without short notes,home (self),from Professor in the class,2,1am,yes,almost same as you in study,Healthy Relationship,10.0
04/08/2024 21:59:27,,Nikhil Desai,19-25,Female,General,Secondary (9-12),Rural,2.5 - 5 lakh,no,Yes,Above 90%,70-80%,"Regional languages (like Bangla, Oriya etc)",8.87,M.sc.,Regional and private collages,didn't attended classes properly,Home,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),3-5 hours,No,5+,Going out side with friends,summarizing and making short notes,library (group study),from Professor in the class,2,12am or before,yes,worse than you in study,Single,10.0
03/08/2024 17:30:22,,String theory,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,2.5 - 5 lakh,no,No,80-90%,80-90%,"Regional languages (like Bangla, Oriya etc)",6.16,M.sc.,Regional and private collages,90%,PG room,once in a while,missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,No,1-2 hours,Going out side with friends,revising the whole notes without short notes,library (self),from youtube or some online platforms,Alone (don't study in group),12am or before,yes,almost same as you in study,Single,10.0
